"C02451V02968","County","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"22","Roscommon","2007","2007","ROA20C4","Killed Casualties","Number","7"
"22","Roscommon","2007","2007","ROA20C5","Injured Casualties","Number","140"
"22","Roscommon","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","147"
"22","Roscommon","2008","2008","ROA20C1","Fatal Collisions","Number","2"
"22","Roscommon","2008","2008","ROA20C2","Injury Collisions","Number","118"
"22","Roscommon","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","120"
"22","Roscommon","2008","2008","ROA20C4","Killed Casualties","Number","3"
"22","Roscommon","2008","2008","ROA20C5","Injured Casualties","Number","219"
"22","Roscommon","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","222"
"22","Roscommon","2009","2009","ROA20C1","Fatal Collisions","Number","4"
"22","Roscommon","2009","2009","ROA20C2","Injury Collisions","Number","129"
"22","Roscommon","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","133"
"22","Roscommon","2009","2009","ROA20C4","Killed Casualties","Number","4"
"22","Roscommon","2009","2009","ROA20C5","Injured Casualties","Number","206"
"22","Roscommon","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","210"
"22","Roscommon","2010","2010","ROA20C1","Fatal Collisions","Number","9"
"22","Roscommon","2010","2010","ROA20C2","Injury Collisions","Number","106"
"22","Roscommon","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","115"
"22","Roscommon","2010","2010","ROA20C4","Killed Casualties","Number","9"
"22","Roscommon","2010","2010","ROA20C5","Injured Casualties","Number","166"
"22","Roscommon","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","175"
"22","Roscommon","2011","2011","ROA20C1","Fatal Collisions","Number","4"
"22","Roscommon","2011","2011","ROA20C2","Injury Collisions","Number","103"
"22","Roscommon","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","107"
"22","Roscommon","2011","2011","ROA20C4","Killed Casualties","Number","5"
"22","Roscommon","2011","2011","ROA20C5","Injured Casualties","Number","158"
"22","Roscommon","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","163"
"22","Roscommon","2012","2012","ROA20C1","Fatal Collisions","Number","3"
"22","Roscommon","2012","2012","ROA20C2","Injury Collisions","Number","86"
"22","Roscommon","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","89"
"22","Roscommon","2012","2012","ROA20C4","Killed Casualties","Number","3"
"22","Roscommon","2012","2012","ROA20C5","Injured Casualties","Number","146"
"22","Roscommon","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","149"
"23","Sligo","2005","2005","ROA20C1","Fatal Collisions","Number","11"
"23","Sligo","2005","2005","ROA20C2","Injury Collisions","Number","127"
"23","Sligo","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","138"
"23","Sligo","2005","2005","ROA20C4","Killed Casualties","Number","11"
"23","Sligo","2005","2005","ROA20C5","Injured Casualties","Number","205"
"23","Sligo","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","216"
"23","Sligo","2006","2006","ROA20C1","Fatal Collisions","Number","4"
"23","Sligo","2006","2006","ROA20C2","Injury Collisions","Number","91"
"23","Sligo","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","95"
"23","Sligo","2006","2006","ROA20C4","Killed Casualties","Number","4"
"23","Sligo","2006","2006","ROA20C5","Injured Casualties","Number","143"
"23","Sligo","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","147"
"23","Sligo","2007","2007","ROA20C1","Fatal Collisions","Number","6"
"23","Sligo","2007","2007","ROA20C2","Injury Collisions","Number","69"
"23","Sligo","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","75"
"23","Sligo","2007","2007","ROA20C4","Killed Casualties","Number","7"
"23","Sligo","2007","2007","ROA20C5","Injured Casualties","Number","115"
"23","Sligo","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","122"
"23","Sligo","2008","2008","ROA20C1","Fatal Collisions","Number","7"
"23","Sligo","2008","2008","ROA20C2","Injury Collisions","Number","103"
"23","Sligo","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","110"
"23","Sligo","2008","2008","ROA20C4","Killed Casualties","Number","7"
"23","Sligo","2008","2008","ROA20C5","Injured Casualties","Number","172"
"23","Sligo","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","179"
"23","Sligo","2009","2009","ROA20C1","Fatal Collisions","Number","7"
"23","Sligo","2009","2009","ROA20C2","Injury Collisions","Number","111"
"23","Sligo","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","118"
"23","Sligo","2009","2009","ROA20C4","Killed Casualties","Number","7"
"23","Sligo","2009","2009","ROA20C5","Injured Casualties","Number","189"
"23","Sligo","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","196"
"23","Sligo","2010","2010","ROA20C1","Fatal Collisions","Number","3"
"23","Sligo","2010","2010","ROA20C2","Injury Collisions","Number","95"
"23","Sligo","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","98"
"23","Sligo","2010","2010","ROA20C4","Killed Casualties","Number","3"
"23","Sligo","2010","2010","ROA20C5","Injured Casualties","Number","142"
"23","Sligo","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","145"
"23","Sligo","2011","2011","ROA20C1","Fatal Collisions","Number","3"
"23","Sligo","2011","2011","ROA20C2","Injury Collisions","Number","88"
"23","Sligo","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","91"
"23","Sligo","2011","2011","ROA20C4","Killed Casualties","Number","3"
"23","Sligo","2011","2011","ROA20C5","Injured Casualties","Number","131"
"23","Sligo","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","134"
"23","Sligo","2012","2012","ROA20C1","Fatal Collisions","Number","4"
"23","Sligo","2012","2012","ROA20C2","Injury Collisions","Number","86"
"23","Sligo","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","90"
"23","Sligo","2012","2012","ROA20C4","Killed Casualties","Number","4"
"23","Sligo","2012","2012","ROA20C5","Injured Casualties","Number","133"
"23","Sligo","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","137"
"24","Cavan","2005","2005","ROA20C1","Fatal Collisions","Number","10"
"24","Cavan","2005","2005","ROA20C2","Injury Collisions","Number","177"
"24","Cavan","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","187"
"24","Cavan","2005","2005","ROA20C4","Killed Casualties","Number","10"
"24","Cavan","2005","2005","ROA20C5","Injured Casualties","Number","291"
"24","Cavan","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","301"
"24","Cavan","2006","2006","ROA20C1","Fatal Collisions","Number","7"
"24","Cavan","2006","2006","ROA20C2","Injury Collisions","Number","118"
"24","Cavan","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","125"
"24","Cavan","2006","2006","ROA20C4","Killed Casualties","Number","7"
"24","Cavan","2006","2006","ROA20C5","Injured Casualties","Number","187"
"24","Cavan","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","194"
"24","Cavan","2007","2007","ROA20C1","Fatal Collisions","Number","10"
"24","Cavan","2007","2007","ROA20C2","Injury Collisions","Number","109"
"24","Cavan","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","119"
"24","Cavan","2007","2007","ROA20C4","Killed Casualties","Number","10"
"24","Cavan","2007","2007","ROA20C5","Injured Casualties","Number","182"
"24","Cavan","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","192"
"24","Cavan","2008","2008","ROA20C1","Fatal Collisions","Number","8"
"24","Cavan","2008","2008","ROA20C2","Injury Collisions","Number","110"
"24","Cavan","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","118"
"24","Cavan","2008","2008","ROA20C4","Killed Casualties","Number","8"
"24","Cavan","2008","2008","ROA20C5","Injured Casualties","Number","171"
"24","Cavan","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","179"
"24","Cavan","2009","2009","ROA20C1","Fatal Collisions","Number","9"
"24","Cavan","2009","2009","ROA20C2","Injury Collisions","Number","134"
"24","Cavan","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","143"
"24","Cavan","2009","2009","ROA20C4","Killed Casualties","Number","9"
"24","Cavan","2009","2009","ROA20C5","Injured Casualties","Number","221"
"24","Cavan","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","230"
"24","Cavan","2010","2010","ROA20C1","Fatal Collisions","Number","6"
"24","Cavan","2010","2010","ROA20C2","Injury Collisions","Number","125"
"24","Cavan","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","131"
"24","Cavan","2010","2010","ROA20C4","Killed Casualties","Number","7"
"24","Cavan","2010","2010","ROA20C5","Injured Casualties","Number","197"
"24","Cavan","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","204"
"24","Cavan","2011","2011","ROA20C1","Fatal Collisions","Number","5"
"24","Cavan","2011","2011","ROA20C2","Injury Collisions","Number","105"
"24","Cavan","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","110"
"24","Cavan","2011","2011","ROA20C4","Killed Casualties","Number","5"
"24","Cavan","2011","2011","ROA20C5","Injured Casualties","Number","174"
"24","Cavan","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","179"
"24","Cavan","2012","2012","ROA20C1","Fatal Collisions","Number","10"
"24","Cavan","2012","2012","ROA20C2","Injury Collisions","Number","106"
"24","Cavan","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","116"
"24","Cavan","2012","2012","ROA20C4","Killed Casualties","Number","10"
"24","Cavan","2012","2012","ROA20C5","Injured Casualties","Number","161"
"24","Cavan","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","171"
"25","Donegal","2005","2005","ROA20C1","Fatal Collisions","Number","19"
"25","Donegal","2005","2005","ROA20C2","Injury Collisions","Number","264"
"25","Donegal","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","283"
"25","Donegal","2005","2005","ROA20C4","Killed Casualties","Number","27"
"25","Donegal","2005","2005","ROA20C5","Injured Casualties","Number","448"
"25","Donegal","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","475"
"25","Donegal","2006","2006","ROA20C1","Fatal Collisions","Number","15"
"25","Donegal","2006","2006","ROA20C2","Injury Collisions","Number","244"
"25","Donegal","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","259"
"25","Donegal","2006","2006","ROA20C4","Killed Casualties","Number","19"
"25","Donegal","2006","2006","ROA20C5","Injured Casualties","Number","444"
"25","Donegal","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","463"
"25","Donegal","2007","2007","ROA20C1","Fatal Collisions","Number","21"
"25","Donegal","2007","2007","ROA20C2","Injury Collisions","Number","257"
"25","Donegal","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","278"
"25","Donegal","2007","2007","ROA20C4","Killed Casualties","Number","22"
"25","Donegal","2007","2007","ROA20C5","Injured Casualties","Number","409"
"25","Donegal","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","431"
"25","Donegal","2008","2008","ROA20C1","Fatal Collisions","Number","14"
"25","Donegal","2008","2008","ROA20C2","Injury Collisions","Number","306"
"25","Donegal","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","320"
"25","Donegal","2008","2008","ROA20C4","Killed Casualties","Number","18"
"25","Donegal","2008","2008","ROA20C5","Injured Casualties","Number","503"
"25","Donegal","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","521"
"25","Donegal","2009","2009","ROA20C1","Fatal Collisions","Number","12"
"25","Donegal","2009","2009","ROA20C2","Injury Collisions","Number","275"
"25","Donegal","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","287"
"25","Donegal","2009","2009","ROA20C4","Killed Casualties","Number","14"
"25","Donegal","2009","2009","ROA20C5","Injured Casualties","Number","490"
"25","Donegal","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","504"
"25","Donegal","2010","2010","ROA20C1","Fatal Collisions","Number","10"
"25","Donegal","2010","2010","ROA20C2","Injury Collisions","Number","229"
"25","Donegal","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","239"
"25","Donegal","2010","2010","ROA20C4","Killed Casualties","Number","19"
"25","Donegal","2010","2010","ROA20C5","Injured Casualties","Number","361"
"25","Donegal","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","380"
"25","Donegal","2011","2011","ROA20C1","Fatal Collisions","Number","6"
"25","Donegal","2011","2011","ROA20C2","Injury Collisions","Number","198"
"25","Donegal","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","204"
"25","Donegal","2011","2011","ROA20C4","Killed Casualties","Number","6"
"25","Donegal","2011","2011","ROA20C5","Injured Casualties","Number","314"
"25","Donegal","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","320"
"25","Donegal","2012","2012","ROA20C1","Fatal Collisions","Number","7"
"25","Donegal","2012","2012","ROA20C2","Injury Collisions","Number","244"
"25","Donegal","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","251"
"25","Donegal","2012","2012","ROA20C4","Killed Casualties","Number","7"
"25","Donegal","2012","2012","ROA20C5","Injured Casualties","Number","390"
"25","Donegal","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","397"
"26","Monaghan","2005","2005","ROA20C1","Fatal Collisions","Number","11"
"26","Monaghan","2005","2005","ROA20C2","Injury Collisions","Number","120"
"26","Monaghan","2005","2005","ROA20C3","All Fatal and Injury Collisions","Number","131"
"26","Monaghan","2005","2005","ROA20C4","Killed Casualties","Number","11"
"26","Monaghan","2005","2005","ROA20C5","Injured Casualties","Number","169"
"26","Monaghan","2005","2005","ROA20C6","All Killed and Injured Casualties","Number","180"
"26","Monaghan","2006","2006","ROA20C1","Fatal Collisions","Number","4"
"26","Monaghan","2006","2006","ROA20C2","Injury Collisions","Number","100"
"26","Monaghan","2006","2006","ROA20C3","All Fatal and Injury Collisions","Number","104"
"26","Monaghan","2006","2006","ROA20C4","Killed Casualties","Number","8"
"26","Monaghan","2006","2006","ROA20C5","Injured Casualties","Number","160"
"26","Monaghan","2006","2006","ROA20C6","All Killed and Injured Casualties","Number","168"
"26","Monaghan","2007","2007","ROA20C1","Fatal Collisions","Number","6"
"26","Monaghan","2007","2007","ROA20C2","Injury Collisions","Number","94"
"26","Monaghan","2007","2007","ROA20C3","All Fatal and Injury Collisions","Number","100"
"26","Monaghan","2007","2007","ROA20C4","Killed Casualties","Number","6"
"26","Monaghan","2007","2007","ROA20C5","Injured Casualties","Number","149"
"26","Monaghan","2007","2007","ROA20C6","All Killed and Injured Casualties","Number","155"
"26","Monaghan","2008","2008","ROA20C1","Fatal Collisions","Number","4"
"26","Monaghan","2008","2008","ROA20C2","Injury Collisions","Number","100"
"26","Monaghan","2008","2008","ROA20C3","All Fatal and Injury Collisions","Number","104"
"26","Monaghan","2008","2008","ROA20C4","Killed Casualties","Number","5"
"26","Monaghan","2008","2008","ROA20C5","Injured Casualties","Number","134"
"26","Monaghan","2008","2008","ROA20C6","All Killed and Injured Casualties","Number","139"
"26","Monaghan","2009","2009","ROA20C1","Fatal Collisions","Number","5"
"26","Monaghan","2009","2009","ROA20C2","Injury Collisions","Number","79"
"26","Monaghan","2009","2009","ROA20C3","All Fatal and Injury Collisions","Number","84"
"26","Monaghan","2009","2009","ROA20C4","Killed Casualties","Number","5"
"26","Monaghan","2009","2009","ROA20C5","Injured Casualties","Number","115"
"26","Monaghan","2009","2009","ROA20C6","All Killed and Injured Casualties","Number","120"
"26","Monaghan","2010","2010","ROA20C1","Fatal Collisions","Number","2"
"26","Monaghan","2010","2010","ROA20C2","Injury Collisions","Number","60"
"26","Monaghan","2010","2010","ROA20C3","All Fatal and Injury Collisions","Number","62"
"26","Monaghan","2010","2010","ROA20C4","Killed Casualties","Number","4"
"26","Monaghan","2010","2010","ROA20C5","Injured Casualties","Number","89"
"26","Monaghan","2010","2010","ROA20C6","All Killed and Injured Casualties","Number","93"
"26","Monaghan","2011","2011","ROA20C1","Fatal Collisions","Number","6"
"26","Monaghan","2011","2011","ROA20C2","Injury Collisions","Number","79"
"26","Monaghan","2011","2011","ROA20C3","All Fatal and Injury Collisions","Number","85"
"26","Monaghan","2011","2011","ROA20C4","Killed Casualties","Number","6"
"26","Monaghan","2011","2011","ROA20C5","Injured Casualties","Number","130"
"26","Monaghan","2011","2011","ROA20C6","All Killed and Injured Casualties","Number","136"
"26","Monaghan","2012","2012","ROA20C1","Fatal Collisions","Number","2"
"26","Monaghan","2012","2012","ROA20C2","Injury Collisions","Number","78"
"26","Monaghan","2012","2012","ROA20C3","All Fatal and Injury Collisions","Number","80"
"26","Monaghan","2012","2012","ROA20C4","Killed Casualties","Number","2"
"26","Monaghan","2012","2012","ROA20C5","Injured Casualties","Number","122"
"26","Monaghan","2012","2012","ROA20C6","All Killed and Injured Casualties","Number","124"
