"STATISTIC","Statistic Label","TLIST(A1)","Year","C03119V03771","Hour of Day","UNIT","VALUE"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","05","4","Number","35"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","06","5","Number","40"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","07","6","Number","107"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","08","7","Number","195"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","09","8","Number","290"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","10","9","Number","260"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","11","10","Number","219"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","12","11","Number","265"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","13","12","Number","307"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","14","13","Number","357"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","15","14","Number","393"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","16","15","Number","430"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","17","16","Number","465"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","18","17","Number","515"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","19","18","Number","411"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","20","19","Number","311"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","21","20","Number","248"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","22","21","Number","196"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","23","22","Number","151"
"ROA19C3","All Fatal and Injury Collisions","2022","2022","24","23","Number","145"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","-","All hours","Number","5523"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","01","12 midnight","Number","113"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","02","1","Number","79"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","03","2","Number","78"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","04","3","Number","54"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","05","4","Number","42"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","06","5","Number","51"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","07","6","Number","86"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","08","7","Number","198"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","09","8","Number","295"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","10","9","Number","280"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","11","10","Number","244"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","12","11","Number","251"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","13","12","Number","290"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","14","13","Number","349"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","15","14","Number","362"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","16","15","Number","381"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","17","16","Number","460"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","18","17","Number","477"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","19","18","Number","415"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","20","19","Number","294"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","21","20","Number","241"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","22","21","Number","202"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","23","22","Number","164"
"ROA19C3","All Fatal and Injury Collisions","2023","2023","24","23","Number","117"
"ROA19C4","Killed Casualties","2005","2005","-","All hours","Number","396"
"ROA19C4","Killed Casualties","2005","2005","01","12 midnight","Number","25"
"ROA19C4","Killed Casualties","2005","2005","02","1","Number","17"
"ROA19C4","Killed Casualties","2005","2005","03","2","Number","17"
"ROA19C4","Killed Casualties","2005","2005","04","3","Number","28"
"ROA19C4","Killed Casualties","2005","2005","05","4","Number","17"
"ROA19C4","Killed Casualties","2005","2005","06","5","Number","9"
"ROA19C4","Killed Casualties","2005","2005","07","6","Number","10"
"ROA19C4","Killed Casualties","2005","2005","08","7","Number","19"
"ROA19C4","Killed Casualties","2005","2005","09","8","Number","17"
"ROA19C4","Killed Casualties","2005","2005","10","9","Number","12"
"ROA19C4","Killed Casualties","2005","2005","11","10","Number","8"
"ROA19C4","Killed Casualties","2005","2005","12","11","Number","10"
"ROA19C4","Killed Casualties","2005","2005","13","12","Number","13"
"ROA19C4","Killed Casualties","2005","2005","14","13","Number","14"
"ROA19C4","Killed Casualties","2005","2005","15","14","Number","11"
"ROA19C4","Killed Casualties","2005","2005","16","15","Number","19"
"ROA19C4","Killed Casualties","2005","2005","17","16","Number","23"
"ROA19C4","Killed Casualties","2005","2005","18","17","Number","22"
"ROA19C4","Killed Casualties","2005","2005","19","18","Number","27"
"ROA19C4","Killed Casualties","2005","2005","20","19","Number","18"
"ROA19C4","Killed Casualties","2005","2005","21","20","Number","19"
"ROA19C4","Killed Casualties","2005","2005","22","21","Number","13"
"ROA19C4","Killed Casualties","2005","2005","23","22","Number","19"
"ROA19C4","Killed Casualties","2005","2005","24","23","Number","9"
"ROA19C4","Killed Casualties","2006","2006","-","All hours","Number","365"
"ROA19C4","Killed Casualties","2006","2006","01","12 midnight","Number","24"
"ROA19C4","Killed Casualties","2006","2006","02","1","Number","11"
"ROA19C4","Killed Casualties","2006","2006","03","2","Number","15"
"ROA19C4","Killed Casualties","2006","2006","04","3","Number","22"
"ROA19C4","Killed Casualties","2006","2006","05","4","Number","19"
"ROA19C4","Killed Casualties","2006","2006","06","5","Number","14"
"ROA19C4","Killed Casualties","2006","2006","07","6","Number","7"
"ROA19C4","Killed Casualties","2006","2006","08","7","Number","12"
"ROA19C4","Killed Casualties","2006","2006","09","8","Number","18"
"ROA19C4","Killed Casualties","2006","2006","10","9","Number","14"
"ROA19C4","Killed Casualties","2006","2006","11","10","Number","6"
"ROA19C4","Killed Casualties","2006","2006","12","11","Number","11"
"ROA19C4","Killed Casualties","2006","2006","13","12","Number","8"
"ROA19C4","Killed Casualties","2006","2006","14","13","Number","16"
"ROA19C4","Killed Casualties","2006","2006","15","14","Number","21"
"ROA19C4","Killed Casualties","2006","2006","16","15","Number","13"
"ROA19C4","Killed Casualties","2006","2006","17","16","Number","17"
"ROA19C4","Killed Casualties","2006","2006","18","17","Number","16"
"ROA19C4","Killed Casualties","2006","2006","19","18","Number","25"
"ROA19C4","Killed Casualties","2006","2006","20","19","Number","14"
"ROA19C4","Killed Casualties","2006","2006","21","20","Number","13"
"ROA19C4","Killed Casualties","2006","2006","22","21","Number","20"
"ROA19C4","Killed Casualties","2006","2006","23","22","Number","15"
"ROA19C4","Killed Casualties","2006","2006","24","23","Number","14"
"ROA19C4","Killed Casualties","2007","2007","-","All hours","Number","338"
"ROA19C4","Killed Casualties","2007","2007","01","12 midnight","Number","8"
"ROA19C4","Killed Casualties","2007","2007","02","1","Number","16"
"ROA19C4","Killed Casualties","2007","2007","03","2","Number","17"
"ROA19C4","Killed Casualties","2007","2007","04","3","Number","14"
"ROA19C4","Killed Casualties","2007","2007","05","4","Number","5"
"ROA19C4","Killed Casualties","2007","2007","06","5","Number","9"
"ROA19C4","Killed Casualties","2007","2007","07","6","Number","6"
"ROA19C4","Killed Casualties","2007","2007","08","7","Number","23"
"ROA19C4","Killed Casualties","2007","2007","09","8","Number","17"
"ROA19C4","Killed Casualties","2007","2007","10","9","Number","21"
"ROA19C4","Killed Casualties","2007","2007","11","10","Number","9"
"ROA19C4","Killed Casualties","2007","2007","12","11","Number","11"
"ROA19C4","Killed Casualties","2007","2007","13","12","Number","10"
"ROA19C4","Killed Casualties","2007","2007","14","13","Number","9"
"ROA19C4","Killed Casualties","2007","2007","15","14","Number","21"
"ROA19C4","Killed Casualties","2007","2007","16","15","Number","16"
"ROA19C4","Killed Casualties","2007","2007","17","16","Number","13"
"ROA19C4","Killed Casualties","2007","2007","18","17","Number","21"
"ROA19C4","Killed Casualties","2007","2007","19","18","Number","22"
"ROA19C4","Killed Casualties","2007","2007","20","19","Number","14"
"ROA19C4","Killed Casualties","2007","2007","21","20","Number","21"
"ROA19C4","Killed Casualties","2007","2007","22","21","Number","9"
"ROA19C4","Killed Casualties","2007","2007","23","22","Number","12"
"ROA19C4","Killed Casualties","2007","2007","24","23","Number","14"
"ROA19C4","Killed Casualties","2008","2008","-","All hours","Number","279"
"ROA19C4","Killed Casualties","2008","2008","01","12 midnight","Number","15"
"ROA19C4","Killed Casualties","2008","2008","02","1","Number","10"
"ROA19C4","Killed Casualties","2008","2008","03","2","Number","12"
"ROA19C4","Killed Casualties","2008","2008","04","3","Number","11"
"ROA19C4","Killed Casualties","2008","2008","05","4","Number","5"
"ROA19C4","Killed Casualties","2008","2008","06","5","Number","2"
"ROA19C4","Killed Casualties","2008","2008","07","6","Number","3"
"ROA19C4","Killed Casualties","2008","2008","08","7","Number","10"
"ROA19C4","Killed Casualties","2008","2008","09","8","Number","19"
"ROA19C4","Killed Casualties","2008","2008","10","9","Number","9"
"ROA19C4","Killed Casualties","2008","2008","11","10","Number","10"
"ROA19C4","Killed Casualties","2008","2008","12","11","Number","11"
"ROA19C4","Killed Casualties","2008","2008","13","12","Number","17"
"ROA19C4","Killed Casualties","2008","2008","14","13","Number","17"
"ROA19C4","Killed Casualties","2008","2008","15","14","Number","11"
"ROA19C4","Killed Casualties","2008","2008","16","15","Number","10"
"ROA19C4","Killed Casualties","2008","2008","17","16","Number","17"
"ROA19C4","Killed Casualties","2008","2008","18","17","Number","10"
"ROA19C4","Killed Casualties","2008","2008","19","18","Number","16"
"ROA19C4","Killed Casualties","2008","2008","20","19","Number","11"
"ROA19C4","Killed Casualties","2008","2008","21","20","Number","20"
"ROA19C4","Killed Casualties","2008","2008","22","21","Number","16"
"ROA19C4","Killed Casualties","2008","2008","23","22","Number","8"
"ROA19C4","Killed Casualties","2008","2008","24","23","Number","9"
"ROA19C4","Killed Casualties","2009","2009","-","All hours","Number","238"
"ROA19C4","Killed Casualties","2009","2009","01","12 midnight","Number","9"
"ROA19C4","Killed Casualties","2009","2009","02","1","Number","12"
"ROA19C4","Killed Casualties","2009","2009","03","2","Number","15"
"ROA19C4","Killed Casualties","2009","2009","04","3","Number","5"
"ROA19C4","Killed Casualties","2009","2009","05","4","Number","5"
"ROA19C4","Killed Casualties","2009","2009","06","5","Number","7"
"ROA19C4","Killed Casualties","2009","2009","07","6","Number","13"
"ROA19C4","Killed Casualties","2009","2009","08","7","Number","9"
"ROA19C4","Killed Casualties","2009","2009","09","8","Number","7"
"ROA19C4","Killed Casualties","2009","2009","10","9","Number","9"
"ROA19C4","Killed Casualties","2009","2009","11","10","Number","7"
"ROA19C4","Killed Casualties","2009","2009","12","11","Number","12"
"ROA19C4","Killed Casualties","2009","2009","13","12","Number","6"
"ROA19C4","Killed Casualties","2009","2009","14","13","Number","7"
"ROA19C4","Killed Casualties","2009","2009","15","14","Number","11"
"ROA19C4","Killed Casualties","2009","2009","16","15","Number","14"
"ROA19C4","Killed Casualties","2009","2009","17","16","Number","12"
"ROA19C4","Killed Casualties","2009","2009","18","17","Number","16"
"ROA19C4","Killed Casualties","2009","2009","19","18","Number","15"
"ROA19C4","Killed Casualties","2009","2009","20","19","Number","13"
"ROA19C4","Killed Casualties","2009","2009","21","20","Number","6"
"ROA19C4","Killed Casualties","2009","2009","22","21","Number","10"
"ROA19C4","Killed Casualties","2009","2009","23","22","Number","8"
"ROA19C4","Killed Casualties","2009","2009","24","23","Number","10"
"ROA19C4","Killed Casualties","2010","2010","-","All hours","Number","212"
"ROA19C4","Killed Casualties","2010","2010","01","12 midnight","Number","14"
"ROA19C4","Killed Casualties","2010","2010","02","1","Number","10"
"ROA19C4","Killed Casualties","2010","2010","03","2","Number","11"
