"STATISTIC","Statistic Label","TLIST(A1)","Year","C03119V03771","Hour of Day","UNIT","VALUE"
"ROA19C1","Fatal Collisions","2011","2011","15","14","Number","7"
"ROA19C1","Fatal Collisions","2011","2011","16","15","Number","10"
"ROA19C1","Fatal Collisions","2011","2011","17","16","Number","18"
"ROA19C1","Fatal Collisions","2011","2011","18","17","Number","10"
"ROA19C1","Fatal Collisions","2011","2011","19","18","Number","4"
"ROA19C1","Fatal Collisions","2011","2011","20","19","Number","6"
"ROA19C1","Fatal Collisions","2011","2011","21","20","Number","10"
"ROA19C1","Fatal Collisions","2011","2011","22","21","Number","7"
"ROA19C1","Fatal Collisions","2011","2011","23","22","Number","7"
"ROA19C1","Fatal Collisions","2011","2011","24","23","Number","8"
"ROA19C1","Fatal Collisions","2012","2012","-","All hours","Number","152"
"ROA19C1","Fatal Collisions","2012","2012","01","12 midnight","Number","7"
"ROA19C1","Fatal Collisions","2012","2012","02","1","Number","5"
"ROA19C1","Fatal Collisions","2012","2012","03","2","Number","6"
"ROA19C1","Fatal Collisions","2012","2012","04","3","Number","6"
"ROA19C1","Fatal Collisions","2012","2012","05","4","Number","5"
"ROA19C1","Fatal Collisions","2012","2012","06","5","Number","1"
"ROA19C1","Fatal Collisions","2012","2012","07","6","Number","3"
"ROA19C1","Fatal Collisions","2012","2012","08","7","Number","4"
"ROA19C1","Fatal Collisions","2012","2012","09","8","Number","7"
"ROA19C1","Fatal Collisions","2012","2012","10","9","Number","6"
"ROA19C1","Fatal Collisions","2012","2012","11","10","Number","2"
"ROA19C1","Fatal Collisions","2012","2012","12","11","Number","6"
"ROA19C1","Fatal Collisions","2012","2012","13","12","Number","4"
"ROA19C1","Fatal Collisions","2012","2012","14","13","Number","9"
"ROA19C1","Fatal Collisions","2012","2012","15","14","Number","3"
"ROA19C1","Fatal Collisions","2012","2012","16","15","Number","8"
"ROA19C1","Fatal Collisions","2012","2012","17","16","Number","12"
"ROA19C1","Fatal Collisions","2012","2012","18","17","Number","14"
"ROA19C1","Fatal Collisions","2012","2012","19","18","Number","12"
"ROA19C1","Fatal Collisions","2012","2012","20","19","Number","8"
"ROA19C1","Fatal Collisions","2012","2012","21","20","Number","4"
"ROA19C1","Fatal Collisions","2012","2012","22","21","Number","9"
"ROA19C1","Fatal Collisions","2012","2012","23","22","Number","5"
"ROA19C1","Fatal Collisions","2012","2012","24","23","Number","6"
"ROA19C1","Fatal Collisions","2013","2013","-","All hours","Number","179"
"ROA19C1","Fatal Collisions","2013","2013","01","12 midnight","Number","6"
"ROA19C1","Fatal Collisions","2013","2013","02","1","Number","7"
"ROA19C1","Fatal Collisions","2013","2013","03","2","Number","9"
"ROA19C1","Fatal Collisions","2013","2013","04","3","Number","4"
"ROA19C1","Fatal Collisions","2013","2013","05","4","Number","5"
"ROA19C1","Fatal Collisions","2013","2013","06","5","Number","3"
"ROA19C1","Fatal Collisions","2013","2013","07","6","Number","5"
"ROA19C1","Fatal Collisions","2013","2013","08","7","Number","4"
"ROA19C1","Fatal Collisions","2013","2013","09","8","Number","5"
"ROA19C1","Fatal Collisions","2013","2013","10","9","Number","4"
"ROA19C1","Fatal Collisions","2013","2013","11","10","Number","5"
"ROA19C1","Fatal Collisions","2013","2013","12","11","Number","9"
"ROA19C1","Fatal Collisions","2013","2013","13","12","Number","8"
"ROA19C1","Fatal Collisions","2013","2013","14","13","Number","9"
"ROA19C1","Fatal Collisions","2013","2013","15","14","Number","12"
"ROA19C1","Fatal Collisions","2013","2013","16","15","Number","9"
"ROA19C1","Fatal Collisions","2013","2013","17","16","Number","11"
"ROA19C1","Fatal Collisions","2013","2013","18","17","Number","13"
"ROA19C1","Fatal Collisions","2013","2013","19","18","Number","10"
"ROA19C1","Fatal Collisions","2013","2013","20","19","Number","9"
"ROA19C1","Fatal Collisions","2013","2013","21","20","Number","8"
"ROA19C1","Fatal Collisions","2013","2013","22","21","Number","14"
"ROA19C1","Fatal Collisions","2013","2013","23","22","Number","6"
"ROA19C1","Fatal Collisions","2013","2013","24","23","Number","4"
"ROA19C1","Fatal Collisions","2014","2014","-","All hours","Number","178"
"ROA19C1","Fatal Collisions","2014","2014","01","12 midnight","Number","2"
"ROA19C1","Fatal Collisions","2014","2014","02","1","Number","9"
"ROA19C1","Fatal Collisions","2014","2014","03","2","Number","6"
"ROA19C1","Fatal Collisions","2014","2014","04","3","Number","4"
"ROA19C1","Fatal Collisions","2014","2014","05","4","Number","8"
"ROA19C1","Fatal Collisions","2014","2014","06","5","Number","2"
"ROA19C1","Fatal Collisions","2014","2014","07","6","Number","4"
"ROA19C1","Fatal Collisions","2014","2014","08","7","Number","5"
"ROA19C1","Fatal Collisions","2014","2014","09","8","Number","8"
"ROA19C1","Fatal Collisions","2014","2014","10","9","Number","9"
"ROA19C1","Fatal Collisions","2014","2014","11","10","Number","5"
"ROA19C1","Fatal Collisions","2014","2014","12","11","Number","8"
"ROA19C1","Fatal Collisions","2014","2014","13","12","Number","9"
"ROA19C1","Fatal Collisions","2014","2014","14","13","Number","8"
"ROA19C1","Fatal Collisions","2014","2014","15","14","Number","10"
"ROA19C1","Fatal Collisions","2014","2014","16","15","Number","9"
"ROA19C1","Fatal Collisions","2014","2014","17","16","Number","9"
"ROA19C1","Fatal Collisions","2014","2014","18","17","Number","12"
"ROA19C1","Fatal Collisions","2014","2014","19","18","Number","15"
"ROA19C1","Fatal Collisions","2014","2014","20","19","Number","7"
"ROA19C1","Fatal Collisions","2014","2014","21","20","Number","12"
"ROA19C1","Fatal Collisions","2014","2014","22","21","Number","8"
"ROA19C1","Fatal Collisions","2014","2014","23","22","Number","5"
"ROA19C1","Fatal Collisions","2014","2014","24","23","Number","4"
"ROA19C1","Fatal Collisions","2015","2015","-","All hours","Number","155"
"ROA19C1","Fatal Collisions","2015","2015","01","12 midnight","Number","6"
"ROA19C1","Fatal Collisions","2015","2015","02","1","Number","5"
"ROA19C1","Fatal Collisions","2015","2015","03","2","Number","8"
"ROA19C1","Fatal Collisions","2015","2015","04","3","Number","6"
"ROA19C1","Fatal Collisions","2015","2015","05","4","Number","3"
"ROA19C1","Fatal Collisions","2015","2015","06","5","Number","4"
"ROA19C1","Fatal Collisions","2015","2015","07","6","Number","5"
"ROA19C1","Fatal Collisions","2015","2015","08","7","Number","4"
"ROA19C1","Fatal Collisions","2015","2015","09","8","Number","3"
"ROA19C1","Fatal Collisions","2015","2015","10","9","Number","5"
"ROA19C1","Fatal Collisions","2015","2015","11","10","Number","4"
"ROA19C1","Fatal Collisions","2015","2015","12","11","Number","15"
"ROA19C1","Fatal Collisions","2015","2015","13","12","Number","7"
"ROA19C1","Fatal Collisions","2015","2015","14","13","Number","6"
"ROA19C1","Fatal Collisions","2015","2015","15","14","Number","10"
"ROA19C1","Fatal Collisions","2015","2015","16","15","Number","5"
"ROA19C1","Fatal Collisions","2015","2015","17","16","Number","9"
"ROA19C1","Fatal Collisions","2015","2015","18","17","Number","10"
"ROA19C1","Fatal Collisions","2015","2015","19","18","Number","5"
"ROA19C1","Fatal Collisions","2015","2015","20","19","Number","7"
"ROA19C1","Fatal Collisions","2015","2015","21","20","Number","3"
"ROA19C1","Fatal Collisions","2015","2015","22","21","Number","12"
"ROA19C1","Fatal Collisions","2015","2015","23","22","Number","9"
"ROA19C1","Fatal Collisions","2015","2015","24","23","Number","4"
"ROA19C1","Fatal Collisions","2016","2016","-","All hours","Number","174"
"ROA19C1","Fatal Collisions","2016","2016","01","12 midnight","Number","4"
"ROA19C1","Fatal Collisions","2016","2016","02","1","Number","9"
"ROA19C1","Fatal Collisions","2016","2016","03","2","Number","6"
"ROA19C1","Fatal Collisions","2016","2016","04","3","Number","3"
"ROA19C1","Fatal Collisions","2016","2016","05","4","Number","6"
"ROA19C1","Fatal Collisions","2016","2016","06","5","Number","4"
"ROA19C1","Fatal Collisions","2016","2016","07","6","Number","3"
"ROA19C1","Fatal Collisions","2016","2016","08","7","Number","6"
"ROA19C1","Fatal Collisions","2016","2016","09","8","Number","5"
"ROA19C1","Fatal Collisions","2016","2016","10","9","Number","5"
"ROA19C1","Fatal Collisions","2016","2016","11","10","Number","10"
"ROA19C1","Fatal Collisions","2016","2016","12","11","Number","6"
"ROA19C1","Fatal Collisions","2016","2016","13","12","Number","7"
"ROA19C1","Fatal Collisions","2016","2016","14","13","Number","9"
"ROA19C1","Fatal Collisions","2016","2016","15","14","Number","4"
"ROA19C1","Fatal Collisions","2016","2016","16","15","Number","10"
"ROA19C1","Fatal Collisions","2016","2016","17","16","Number","18"
"ROA19C1","Fatal Collisions","2016","2016","18","17","Number","8"
"ROA19C1","Fatal Collisions","2016","2016","19","18","Number","8"
"ROA19C1","Fatal Collisions","2016","2016","20","19","Number","9"
"ROA19C1","Fatal Collisions","2016","2016","21","20","Number","8"
"ROA19C1","Fatal Collisions","2016","2016","22","21","Number","7"
"ROA19C1","Fatal Collisions","2016","2016","23","22","Number","9"
"ROA19C1","Fatal Collisions","2016","2016","24","23","Number","10"
"ROA19C1","Fatal Collisions","2017","2017","-","All hours","Number","141"
"ROA19C1","Fatal Collisions","2017","2017","01","12 midnight","Number","5"
"ROA19C1","Fatal Collisions","2017","2017","02","1","Number","7"
"ROA19C1","Fatal Collisions","2017","2017","03","2","Number","3"
"ROA19C1","Fatal Collisions","2017","2017","04","3","Number","5"
"ROA19C1","Fatal Collisions","2017","2017","05","4","Number","5"
"ROA19C1","Fatal Collisions","2017","2017","06","5","Number","2"
"ROA19C1","Fatal Collisions","2017","2017","07","6","Number","3"
"ROA19C1","Fatal Collisions","2017","2017","08","7","Number","8"
"ROA19C1","Fatal Collisions","2017","2017","09","8","Number","4"
"ROA19C1","Fatal Collisions","2017","2017","10","9","Number","7"
"ROA19C1","Fatal Collisions","2017","2017","11","10","Number","5"
"ROA19C1","Fatal Collisions","2017","2017","12","11","Number","7"
"ROA19C1","Fatal Collisions","2017","2017","13","12","Number","11"
"ROA19C1","Fatal Collisions","2017","2017","14","13","Number","4"
"ROA19C1","Fatal Collisions","2017","2017","15","14","Number","12"
"ROA19C1","Fatal Collisions","2017","2017","16","15","Number","7"
"ROA19C1","Fatal Collisions","2017","2017","17","16","Number","8"
"ROA19C1","Fatal Collisions","2017","2017","18","17","Number","6"
"ROA19C1","Fatal Collisions","2017","2017","19","18","Number","6"
"ROA19C1","Fatal Collisions","2017","2017","20","19","Number","7"
"ROA19C1","Fatal Collisions","2017","2017","21","20","Number","7"
"ROA19C1","Fatal Collisions","2017","2017","22","21","Number","3"
"ROA19C1","Fatal Collisions","2017","2017","23","22","Number","4"
"ROA19C1","Fatal Collisions","2017","2017","24","23","Number","5"
"ROA19C1","Fatal Collisions","2018","2018","-","All hours","Number","132"
"ROA19C1","Fatal Collisions","2018","2018","01","12 midnight","Number","6"
"ROA19C1","Fatal Collisions","2018","2018","02","1","Number","7"
"ROA19C1","Fatal Collisions","2018","2018","03","2","Number","1"
"ROA19C1","Fatal Collisions","2018","2018","04","3","Number","4"
"ROA19C1","Fatal Collisions","2018","2018","05","4","Number","6"
"ROA19C1","Fatal Collisions","2018","2018","06","5","Number","3"
"ROA19C1","Fatal Collisions","2018","2018","07","6","Number","2"
"ROA19C1","Fatal Collisions","2018","2018","08","7","Number","2"
"ROA19C1","Fatal Collisions","2018","2018","09","8","Number","6"
"ROA19C1","Fatal Collisions","2018","2018","10","9","Number","6"
"ROA19C1","Fatal Collisions","2018","2018","11","10","Number","2"
"ROA19C1","Fatal Collisions","2018","2018","12","11","Number","3"
"ROA19C1","Fatal Collisions","2018","2018","13","12","Number","6"
"ROA19C1","Fatal Collisions","2018","2018","14","13","Number","6"
"ROA19C1","Fatal Collisions","2018","2018","15","14","Number","8"
"ROA19C1","Fatal Collisions","2018","2018","16","15","Number","6"
"ROA19C1","Fatal Collisions","2018","2018","17","16","Number","7"
"ROA19C1","Fatal Collisions","2018","2018","18","17","Number","7"
"ROA19C1","Fatal Collisions","2018","2018","19","18","Number","9"
"ROA19C1","Fatal Collisions","2018","2018","20","19","Number","7"
"ROA19C1","Fatal Collisions","2018","2018","21","20","Number","4"
"ROA19C1","Fatal Collisions","2018","2018","22","21","Number","10"
"ROA19C1","Fatal Collisions","2018","2018","23","22","Number","3"
"ROA19C1","Fatal Collisions","2018","2018","24","23","Number","11"
"ROA19C1","Fatal Collisions","2019","2019","-","All hours","Number","129"
"ROA19C1","Fatal Collisions","2019","2019","01","12 midnight","Number","6"
"ROA19C1","Fatal Collisions","2019","2019","02","1","Number","8"
"ROA19C1","Fatal Collisions","2019","2019","03","2","Number","6"
"ROA19C1","Fatal Collisions","2019","2019","04","3","Number","2"
"ROA19C1","Fatal Collisions","2019","2019","05","4","Number","0"
"ROA19C1","Fatal Collisions","2019","2019","06","5","Number","2"
"ROA19C1","Fatal Collisions","2019","2019","07","6","Number","7"
"ROA19C1","Fatal Collisions","2019","2019","08","7","Number","5"
"ROA19C1","Fatal Collisions","2019","2019","09","8","Number","5"
"ROA19C1","Fatal Collisions","2019","2019","10","9","Number","3"
"ROA19C1","Fatal Collisions","2019","2019","11","10","Number","4"
"ROA19C1","Fatal Collisions","2019","2019","12","11","Number","6"
"ROA19C1","Fatal Collisions","2019","2019","13","12","Number","8"
"ROA19C1","Fatal Collisions","2019","2019","14","13","Number","6"
"ROA19C1","Fatal Collisions","2019","2019","15","14","Number","8"
"ROA19C1","Fatal Collisions","2019","2019","16","15","Number","8"
"ROA19C1","Fatal Collisions","2019","2019","17","16","Number","4"
"ROA19C1","Fatal Collisions","2019","2019","18","17","Number","7"
"ROA19C1","Fatal Collisions","2019","2019","19","18","Number","10"
"ROA19C1","Fatal Collisions","2019","2019","20","19","Number","8"
"ROA19C1","Fatal Collisions","2019","2019","21","20","Number","6"
"ROA19C1","Fatal Collisions","2019","2019","22","21","Number","3"
"ROA19C1","Fatal Collisions","2019","2019","23","22","Number","5"
"ROA19C1","Fatal Collisions","2019","2019","24","23","Number","2"
"ROA19C1","Fatal Collisions","2020","2020","-","All hours","Number","136"
"ROA19C1","Fatal Collisions","2020","2020","01","12 midnight","Number","5"
"ROA19C1","Fatal Collisions","2020","2020","02","1","Number","3"
"ROA19C1","Fatal Collisions","2020","2020","03","2","Number","5"
"ROA19C1","Fatal Collisions","2020","2020","04","3","Number","1"
"ROA19C1","Fatal Collisions","2020","2020","05","4","Number","5"
"ROA19C1","Fatal Collisions","2020","2020","06","5","Number","2"
"ROA19C1","Fatal Collisions","2020","2020","07","6","Number","3"
"ROA19C1","Fatal Collisions","2020","2020","08","7","Number","4"
"ROA19C1","Fatal Collisions","2020","2020","09","8","Number","3"
"ROA19C1","Fatal Collisions","2020","2020","10","9","Number","7"
"ROA19C1","Fatal Collisions","2020","2020","11","10","Number","10"
"ROA19C1","Fatal Collisions","2020","2020","12","11","Number","8"
"ROA19C1","Fatal Collisions","2020","2020","13","12","Number","9"
"ROA19C1","Fatal Collisions","2020","2020","14","13","Number","8"
"ROA19C1","Fatal Collisions","2020","2020","15","14","Number","3"
"ROA19C1","Fatal Collisions","2020","2020","16","15","Number","12"
"ROA19C1","Fatal Collisions","2020","2020","17","16","Number","7"
"ROA19C1","Fatal Collisions","2020","2020","18","17","Number","4"
"ROA19C1","Fatal Collisions","2020","2020","19","18","Number","8"
"ROA19C1","Fatal Collisions","2020","2020","20","19","Number","7"
"ROA19C1","Fatal Collisions","2020","2020","21","20","Number","6"
"ROA19C1","Fatal Collisions","2020","2020","22","21","Number","5"
"ROA19C1","Fatal Collisions","2020","2020","23","22","Number","4"
"ROA19C1","Fatal Collisions","2020","2020","24","23","Number","7"
"ROA19C1","Fatal Collisions","2021","2021","-","All hours","Number","124"
"ROA19C1","Fatal Collisions","2021","2021","01","12 midnight","Number","4"
"ROA19C1","Fatal Collisions","2021","2021","02","1","Number","5"
"ROA19C1","Fatal Collisions","2021","2021","03","2","Number","2"
"ROA19C1","Fatal Collisions","2021","2021","04","3","Number","2"
"ROA19C1","Fatal Collisions","2021","2021","05","4","Number","0"
"ROA19C1","Fatal Collisions","2021","2021","06","5","Number","2"
"ROA19C1","Fatal Collisions","2021","2021","07","6","Number","3"
"ROA19C1","Fatal Collisions","2021","2021","08","7","Number","5"
"ROA19C1","Fatal Collisions","2021","2021","09","8","Number","4"
"ROA19C1","Fatal Collisions","2021","2021","10","9","Number","1"
"ROA19C1","Fatal Collisions","2021","2021","11","10","Number","5"
"ROA19C1","Fatal Collisions","2021","2021","12","11","Number","4"
"ROA19C1","Fatal Collisions","2021","2021","13","12","Number","5"
"ROA19C1","Fatal Collisions","2021","2021","14","13","Number","8"
"ROA19C1","Fatal Collisions","2021","2021","15","14","Number","12"
"ROA19C1","Fatal Collisions","2021","2021","16","15","Number","4"
"ROA19C1","Fatal Collisions","2021","2021","17","16","Number","10"
"ROA19C1","Fatal Collisions","2021","2021","18","17","Number","8"
"ROA19C1","Fatal Collisions","2021","2021","19","18","Number","6"
"ROA19C1","Fatal Collisions","2021","2021","20","19","Number","3"
"ROA19C1","Fatal Collisions","2021","2021","21","20","Number","9"
"ROA19C1","Fatal Collisions","2021","2021","22","21","Number","10"
"ROA19C1","Fatal Collisions","2021","2021","23","22","Number","4"
"ROA19C1","Fatal Collisions","2021","2021","24","23","Number","8"
"ROA19C1","Fatal Collisions","2022","2022","-","All hours","Number","147"
"ROA19C1","Fatal Collisions","2022","2022","01","12 midnight","Number","10"
"ROA19C1","Fatal Collisions","2022","2022","02","1","Number","6"
"ROA19C1","Fatal Collisions","2022","2022","03","2","Number","5"
"ROA19C1","Fatal Collisions","2022","2022","04","3","Number","3"
"ROA19C1","Fatal Collisions","2022","2022","05","4","Number","2"
"ROA19C1","Fatal Collisions","2022","2022","06","5","Number","2"
"ROA19C1","Fatal Collisions","2022","2022","07","6","Number","2"
"ROA19C1","Fatal Collisions","2022","2022","08","7","Number","2"
"ROA19C1","Fatal Collisions","2022","2022","09","8","Number","3"
"ROA19C1","Fatal Collisions","2022","2022","10","9","Number","9"
"ROA19C1","Fatal Collisions","2022","2022","11","10","Number","8"
"ROA19C1","Fatal Collisions","2022","2022","12","11","Number","4"
"ROA19C1","Fatal Collisions","2022","2022","13","12","Number","7"
"ROA19C1","Fatal Collisions","2022","2022","14","13","Number","11"
"ROA19C1","Fatal Collisions","2022","2022","15","14","Number","5"
"ROA19C1","Fatal Collisions","2022","2022","16","15","Number","9"
"ROA19C1","Fatal Collisions","2022","2022","17","16","Number","13"
"ROA19C1","Fatal Collisions","2022","2022","18","17","Number","15"
"ROA19C1","Fatal Collisions","2022","2022","19","18","Number","2"
"ROA19C1","Fatal Collisions","2022","2022","20","19","Number","9"
"ROA19C1","Fatal Collisions","2022","2022","21","20","Number","2"
"ROA19C1","Fatal Collisions","2022","2022","22","21","Number","6"
"ROA19C1","Fatal Collisions","2022","2022","23","22","Number","7"
"ROA19C1","Fatal Collisions","2022","2022","24","23","Number","5"
"ROA19C1","Fatal Collisions","2023","2023","-","All hours","Number","171"
"ROA19C1","Fatal Collisions","2023","2023","01","12 midnight","Number","7"
"ROA19C1","Fatal Collisions","2023","2023","02","1","Number","7"
"ROA19C1","Fatal Collisions","2023","2023","03","2","Number","11"
"ROA19C1","Fatal Collisions","2023","2023","04","3","Number","4"
"ROA19C1","Fatal Collisions","2023","2023","05","4","Number","0"
"ROA19C1","Fatal Collisions","2023","2023","06","5","Number","6"
"ROA19C1","Fatal Collisions","2023","2023","07","6","Number","6"
"ROA19C1","Fatal Collisions","2023","2023","08","7","Number","2"
"ROA19C1","Fatal Collisions","2023","2023","09","8","Number","6"
"ROA19C1","Fatal Collisions","2023","2023","10","9","Number","5"
"ROA19C1","Fatal Collisions","2023","2023","11","10","Number","8"
"ROA19C1","Fatal Collisions","2023","2023","12","11","Number","5"
"ROA19C1","Fatal Collisions","2023","2023","13","12","Number","7"
"ROA19C1","Fatal Collisions","2023","2023","14","13","Number","9"
"ROA19C1","Fatal Collisions","2023","2023","15","14","Number","6"
"ROA19C1","Fatal Collisions","2023","2023","16","15","Number","8"
"ROA19C1","Fatal Collisions","2023","2023","17","16","Number","11"
"ROA19C1","Fatal Collisions","2023","2023","18","17","Number","7"
"ROA19C1","Fatal Collisions","2023","2023","19","18","Number","6"
"ROA19C1","Fatal Collisions","2023","2023","20","19","Number","12"
"ROA19C1","Fatal Collisions","2023","2023","21","20","Number","10"
"ROA19C1","Fatal Collisions","2023","2023","22","21","Number","14"
"ROA19C1","Fatal Collisions","2023","2023","23","22","Number","4"
"ROA19C1","Fatal Collisions","2023","2023","24","23","Number","10"
"ROA19C2","Injury Collisions","2005","2005","-","All hours","Number","6173"
"ROA19C2","Injury Collisions","2005","2005","01","12 midnight","Number","356"
"ROA19C2","Injury Collisions","2005","2005","02","1","Number","135"
"ROA19C2","Injury Collisions","2005","2005","03","2","Number","126"
"ROA19C2","Injury Collisions","2005","2005","04","3","Number","122"
"ROA19C2","Injury Collisions","2005","2005","05","4","Number","65"
"ROA19C2","Injury Collisions","2005","2005","06","5","Number","63"
"ROA19C2","Injury Collisions","2005","2005","07","6","Number","97"
"ROA19C2","Injury Collisions","2005","2005","08","7","Number","205"
"ROA19C2","Injury Collisions","2005","2005","09","8","Number","334"
"ROA19C2","Injury Collisions","2005","2005","10","9","Number","248"
"ROA19C2","Injury Collisions","2005","2005","11","10","Number","240"
"ROA19C2","Injury Collisions","2005","2005","12","11","Number","282"
"ROA19C2","Injury Collisions","2005","2005","13","12","Number","278"
"ROA19C2","Injury Collisions","2005","2005","14","13","Number","347"
"ROA19C2","Injury Collisions","2005","2005","15","14","Number","342"
"ROA19C2","Injury Collisions","2005","2005","16","15","Number","371"
"ROA19C2","Injury Collisions","2005","2005","17","16","Number","415"
"ROA19C2","Injury Collisions","2005","2005","18","17","Number","455"
"ROA19C2","Injury Collisions","2005","2005","19","18","Number","421"
"ROA19C2","Injury Collisions","2005","2005","20","19","Number","365"
"ROA19C2","Injury Collisions","2005","2005","21","20","Number","298"
"ROA19C2","Injury Collisions","2005","2005","22","21","Number","273"
"ROA19C2","Injury Collisions","2005","2005","23","22","Number","187"
"ROA19C2","Injury Collisions","2005","2005","24","23","Number","148"
"ROA19C2","Injury Collisions","2006","2006","-","All hours","Number","5696"
"ROA19C2","Injury Collisions","2006","2006","01","12 midnight","Number","224"
"ROA19C2","Injury Collisions","2006","2006","02","1","Number","129"
"ROA19C2","Injury Collisions","2006","2006","03","2","Number","110"
"ROA19C2","Injury Collisions","2006","2006","04","3","Number","105"
"ROA19C2","Injury Collisions","2006","2006","05","4","Number","64"
"ROA19C2","Injury Collisions","2006","2006","06","5","Number","51"
"ROA19C2","Injury Collisions","2006","2006","07","6","Number","85"
"ROA19C2","Injury Collisions","2006","2006","08","7","Number","189"
"ROA19C2","Injury Collisions","2006","2006","09","8","Number","316"
"ROA19C2","Injury Collisions","2006","2006","10","9","Number","285"
"ROA19C2","Injury Collisions","2006","2006","11","10","Number","228"
"ROA19C2","Injury Collisions","2006","2006","12","11","Number","251"
"ROA19C2","Injury Collisions","2006","2006","13","12","Number","269"
"ROA19C2","Injury Collisions","2006","2006","14","13","Number","313"
"ROA19C2","Injury Collisions","2006","2006","15","14","Number","327"
"ROA19C2","Injury Collisions","2006","2006","16","15","Number","360"
"ROA19C2","Injury Collisions","2006","2006","17","16","Number","357"
"ROA19C2","Injury Collisions","2006","2006","18","17","Number","501"
"ROA19C2","Injury Collisions","2006","2006","19","18","Number","388"
"ROA19C2","Injury Collisions","2006","2006","20","19","Number","358"
"ROA19C2","Injury Collisions","2006","2006","21","20","Number","269"
"ROA19C2","Injury Collisions","2006","2006","22","21","Number","218"
"ROA19C2","Injury Collisions","2006","2006","23","22","Number","166"
"ROA19C2","Injury Collisions","2006","2006","24","23","Number","133"
"ROA19C2","Injury Collisions","2007","2007","-","All hours","Number","5158"
"ROA19C2","Injury Collisions","2007","2007","01","12 midnight","Number","133"
"ROA19C2","Injury Collisions","2007","2007","02","1","Number","83"
"ROA19C2","Injury Collisions","2007","2007","03","2","Number","94"
"ROA19C2","Injury Collisions","2007","2007","04","3","Number","107"
"ROA19C2","Injury Collisions","2007","2007","05","4","Number","54"
"ROA19C2","Injury Collisions","2007","2007","06","5","Number","60"
"ROA19C2","Injury Collisions","2007","2007","07","6","Number","83"
"ROA19C2","Injury Collisions","2007","2007","08","7","Number","176"
"ROA19C2","Injury Collisions","2007","2007","09","8","Number","312"
"ROA19C2","Injury Collisions","2007","2007","10","9","Number","225"
"ROA19C2","Injury Collisions","2007","2007","11","10","Number","201"
"ROA19C2","Injury Collisions","2007","2007","12","11","Number","232"
"ROA19C2","Injury Collisions","2007","2007","13","12","Number","276"
"ROA19C2","Injury Collisions","2007","2007","14","13","Number","297"
"ROA19C2","Injury Collisions","2007","2007","15","14","Number","308"
"ROA19C2","Injury Collisions","2007","2007","16","15","Number","362"
"ROA19C2","Injury Collisions","2007","2007","17","16","Number","333"
"ROA19C2","Injury Collisions","2007","2007","18","17","Number","410"
"ROA19C2","Injury Collisions","2007","2007","19","18","Number","369"
"ROA19C2","Injury Collisions","2007","2007","20","19","Number","316"
"ROA19C2","Injury Collisions","2007","2007","21","20","Number","232"
"ROA19C2","Injury Collisions","2007","2007","22","21","Number","198"
"ROA19C2","Injury Collisions","2007","2007","23","22","Number","176"
"ROA19C2","Injury Collisions","2007","2007","24","23","Number","121"
"ROA19C2","Injury Collisions","2008","2008","-","All hours","Number","6482"
"ROA19C2","Injury Collisions","2008","2008","01","12 midnight","Number","136"
"ROA19C2","Injury Collisions","2008","2008","02","1","Number","134"
"ROA19C2","Injury Collisions","2008","2008","03","2","Number","118"
"ROA19C2","Injury Collisions","2008","2008","04","3","Number","116"
"ROA19C2","Injury Collisions","2008","2008","05","4","Number","84"
"ROA19C2","Injury Collisions","2008","2008","06","5","Number","66"
"ROA19C2","Injury Collisions","2008","2008","07","6","Number","104"
"ROA19C2","Injury Collisions","2008","2008","08","7","Number","206"
"ROA19C2","Injury Collisions","2008","2008","09","8","Number","359"
"ROA19C2","Injury Collisions","2008","2008","10","9","Number","327"
"ROA19C2","Injury Collisions","2008","2008","11","10","Number","283"
"ROA19C2","Injury Collisions","2008","2008","12","11","Number","289"
"ROA19C2","Injury Collisions","2008","2008","13","12","Number","337"
"ROA19C2","Injury Collisions","2008","2008","14","13","Number","404"
"ROA19C2","Injury Collisions","2008","2008","15","14","Number","351"
"ROA19C2","Injury Collisions","2008","2008","16","15","Number","404"
"ROA19C2","Injury Collisions","2008","2008","17","16","Number","465"
"ROA19C2","Injury Collisions","2008","2008","18","17","Number","527"
"ROA19C2","Injury Collisions","2008","2008","19","18","Number","417"
"ROA19C2","Injury Collisions","2008","2008","20","19","Number","400"
"ROA19C2","Injury Collisions","2008","2008","21","20","Number","322"
"ROA19C2","Injury Collisions","2008","2008","22","21","Number","250"
"ROA19C2","Injury Collisions","2008","2008","23","22","Number","212"
"ROA19C2","Injury Collisions","2008","2008","24","23","Number","171"
"ROA19C2","Injury Collisions","2009","2009","-","All hours","Number","6395"
"ROA19C2","Injury Collisions","2009","2009","01","12 midnight","Number","149"
"ROA19C2","Injury Collisions","2009","2009","02","1","Number","120"
"ROA19C2","Injury Collisions","2009","2009","03","2","Number","119"
"ROA19C2","Injury Collisions","2009","2009","04","3","Number","126"
"ROA19C2","Injury Collisions","2009","2009","05","4","Number","70"
"ROA19C2","Injury Collisions","2009","2009","06","5","Number","60"
"ROA19C2","Injury Collisions","2009","2009","07","6","Number","85"
"ROA19C2","Injury Collisions","2009","2009","08","7","Number","171"
"ROA19C2","Injury Collisions","2009","2009","09","8","Number","313"
"ROA19C2","Injury Collisions","2009","2009","10","9","Number","345"
"ROA19C2","Injury Collisions","2009","2009","11","10","Number","284"
